ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded
7135,Karnataka,Bangalore,Locality_440,Apartment,1,2897,305.77,0.11,2016,Unfurnished,30,20,9,9,1,High,No,No,"Gym, Clubhouse",East,Owner,Under_Construction,0.0,1.0,0,0,1
7139,Karnataka,Bangalore,Locality_376,Villa,2,4511,358.09,0.08,2017,Unfurnished,15,17,8,8,6,Medium,Yes,No,"Clubhouse, Pool",East,Builder,Under_Construction,0.0,0.5,1,0,1
7308,Karnataka,Bangalore,Locality_5,Apartment,4,683,219.11,0.32,1996,Unfurnished,6,18,29,4,8,Low,No,Yes,Clubhouse,West,Owner,Ready_to_Move,0.0,0.0,0,1,0
7641,Karnataka,Bangalore,Locality_123,Independent House,2,598,473.44,0.79,2016,Semi-furnished,27,30,9,10,3,Medium,Yes,Yes,Clubhouse,North,Owner,Under_Construction,0.5,0.5,1,1,1
7738,Karnataka,Bangalore,Locality_401,Independent House,2,3492,487.97,0.14,1997,Semi-furnished,28,29,28,7,1,Medium,No,Yes,"Garden, Clubhouse",West,Owner,Ready_to_Move,0.5,0.5,0,1,0
7780,Karnataka,Bangalore,Locality_414,Villa,2,553,175.4,0.32,2004,Unfurnished,26,22,21,5,7,Medium,Yes,Yes,"Garden, Clubhouse, Gym, Pool, Playground",East,Broker,Under_Construction,0.0,0.5,1,1,1
7783,Karnataka,Bangalore,Locality_399,Villa,1,4351,208.14,0.05,2012,Furnished,18,19,13,8,6,Low,Yes,Yes,"Playground, Gym, Clubhouse",North,Broker,Ready_to_Move,1.0,0.0,1,1,0
7812,Karnataka,Bangalore,Locality_22,Independent House,2,4393,213.52,0.05,2013,Semi-furnished,7,12,12,3,3,High,No,Yes,"Playground, Garden",North,Owner,Under_Construction,0.5,1.0,0,1,1
7943,Karnataka,Bangalore,Locality_8,Apartment,3,3374,32.73,0.01,2020,Unfurnished,3,17,5,8,9,Low,No,Yes,"Pool, Playground, Clubhouse, Gym",East,Builder,Under_Construction,0.0,0.0,0,1,1
7984,Karnataka,Bangalore,Locality_246,Independent House,5,1689,238.31,0.14,2005,Unfurnished,20,10,20,8,8,High,Yes,No,"Clubhouse, Playground, Pool, Gym, Garden",West,Broker,Under_Construction,0.0,1.0,1,0,1
8047,Karnataka,Bangalore,Locality_259,Villa,3,1442,33.9,0.02,2006,Furnished,12,9,19,7,9,High,No,No,"Clubhouse, Playground, Pool, Garden",West,Owner,Under_Construction,1.0,1.0,0,0,1
8153,Karnataka,Bangalore,Locality_74,Independent House,4,984,458.34,0.47,1999,Unfurnished,16,23,26,3,6,High,Yes,No,"Garden, Playground",North,Broker,Under_Construction,0.0,1.0,1,0,1
8172,Karnataka,Bangalore,Locality_31,Independent House,3,4442,337.51,0.08,1999,Furnished,22,15,26,6,4,Medium,Yes,No,Garden,South,Broker,Under_Construction,1.0,0.5,1,0,1
8209,Karnataka,Bangalore,Locality_65,Independent House,5,2209,472.8,0.21,1990,Semi-furnished,3,2,35,6,6,Low,No,No,"Gym, Playground, Clubhouse, Pool, Garden",South,Builder,Ready_to_Move,0.5,0.0,0,0,0
8212,Karnataka,Bangalore,Locality_204,Independent House,4,736,162.1,0.22,2012,Unfurnished,21,13,13,6,3,High,No,No,Clubhouse,South,Owner,Ready_to_Move,0.0,1.0,0,0,0
8223,Karnataka,Bangalore,Locality_37,Independent House,3,4460,414.96,0.09,2004,Unfurnished,16,12,21,2,7,Low,Yes,No,Pool,West,Builder,Ready_to_Move,0.0,0.0,1,0,0
8280,Karnataka,Bangalore,Locality_142,Villa,3,2867,408.84,0.14,1999,Furnished,4,16,26,4,5,Medium,No,No,Clubhouse,West,Builder,Ready_to_Move,1.0,0.5,0,0,0
8283,Karnataka,Bangalore,Locality_224,Independent House,1,2099,241.29,0.11,1995,Unfurnished,16,29,30,2,10,Medium,No,Yes,"Playground, Pool",South,Owner,Ready_to_Move,0.0,0.5,0,1,0
8378,Karnataka,Bangalore,Locality_61,Independent House,4,2388,157.0,0.07,2013,Unfurnished,18,21,12,5,9,Low,No,No,"Garden, Clubhouse, Gym",North,Owner,Under_Construction,0.0,0.0,0,0,1
8472,Karnataka,Bangalore,Locality_334,Independent House,2,3558,156.26,0.04,1990,Furnished,23,7,35,5,6,Medium,Yes,No,"Garden, Clubhouse",South,Builder,Ready_to_Move,1.0,0.5,1,0,0
8528,Karnataka,Bangalore,Locality_349,Independent House,2,4728,131.59,0.03,1993,Semi-furnished,14,15,32,4,10,Low,Yes,No,"Gym, Clubhouse, Garden",North,Broker,Ready_to_Move,0.5,0.0,1,0,0
8536,Karnataka,Bangalore,Locality_243,Independent House,1,2625,34.89,0.01,2004,Semi-furnished,22,5,21,2,8,High,Yes,Yes,"Pool, Clubhouse, Gym, Playground",West,Broker,Ready_to_Move,0.5,1.0,1,1,0
8566,Karnataka,Bangalore,Locality_132,Independent House,4,538,196.48,0.37,2002,Semi-furnished,24,29,23,1,2,Low,No,Yes,"Gym, Playground, Clubhouse",South,Owner,Ready_to_Move,0.5,0.0,0,1,0
8623,Karnataka,Bangalore,Locality_235,Independent House,4,4084,198.63,0.05,2018,Semi-furnished,24,20,7,9,8,High,Yes,Yes,"Clubhouse, Garden",South,Broker,Ready_to_Move,0.5,1.0,1,1,0
8628,Karnataka,Bangalore,Locality_311,Apartment,2,3705,165.06,0.04,2006,Furnished,2,13,19,5,8,Medium,No,Yes,"Gym, Garden, Pool",West,Broker,Ready_to_Move,1.0,0.5,0,1,0
8680,Karnataka,Bangalore,Locality_211,Independent House,1,2494,464.12,0.19,1990,Semi-furnished,4,9,35,2,3,High,No,Yes,"Playground, Garden, Clubhouse",North,Builder,Under_Construction,0.5,1.0,0,1,1
8837,Karnataka,Bangalore,Locality_280,Independent House,3,3638,366.05,0.1,2019,Furnished,22,22,6,7,8,Low,No,No,"Pool, Garden, Clubhouse, Gym",West,Builder,Under_Construction,1.0,0.0,0,0,1
8890,Karnataka,Bangalore,Locality_254,Apartment,4,3760,192.69,0.05,2017,Furnished,5,18,8,6,10,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground",North,Builder,Under_Construction,1.0,1.0,1,1,1
8947,Karnataka,Bangalore,Locality_304,Independent House,3,2151,178.25,0.08,2007,Unfurnished,23,14,18,8,2,Low,No,No,Garden,East,Builder,Ready_to_Move,0.0,0.0,0,0,0
9076,Karnataka,Bangalore,Locality_217,Independent House,1,2879,228.89,0.08,2017,Semi-furnished,1,28,8,1,1,Medium,No,Yes,"Clubhouse, Pool, Garden",North,Builder,Under_Construction,0.5,0.5,0,1,1
9089,Karnataka,Bangalore,Locality_301,Apartment,3,3686,108.24,0.03,2013,Furnished,30,29,12,5,4,Medium,No,Yes,"Pool, Gym, Playground",East,Broker,Ready_to_Move,1.0,0.5,0,1,0
9124,Karnataka,Bangalore,Locality_8,Independent House,4,2445,392.67,0.16,2015,Unfurnished,29,28,10,6,6,Medium,No,Yes,"Pool, Playground, Gym, Clubhouse, Garden",West,Builder,Ready_to_Move,0.0,0.5,0,1,0
9137,Karnataka,Bangalore,Locality_311,Independent House,5,3027,48.65,0.02,1991,Semi-furnished,25,26,34,10,2,Medium,Yes,No,"Playground, Clubhouse, Garden, Gym, Pool",North,Builder,Ready_to_Move,0.5,0.5,1,0,0
9153,Karnataka,Bangalore,Locality_56,Independent House,1,4421,71.4,0.02,1995,Semi-furnished,29,9,30,6,3,Medium,Yes,No,"Garden, Clubhouse, Playground",West,Broker,Under_Construction,0.5,0.5,1,0,1
9197,Karnataka,Bangalore,Locality_328,Apartment,1,764,241.88,0.32,2005,Semi-furnished,12,16,20,8,9,Low,Yes,Yes,"Pool, Gym, Playground, Clubhouse, Garden",East,Owner,Ready_to_Move,0.5,0.0,1,1,0
9198,Karnataka,Bangalore,Locality_236,Villa,5,4869,210.45,0.04,1998,Unfurnished,23,28,27,6,4,Medium,No,No,"Pool, Clubhouse",South,Builder,Ready_to_Move,0.0,0.5,0,0,0
9247,Karnataka,Bangalore,Locality_285,Apartment,3,1207,459.42,0.38,2006,Furnished,29,25,19,6,7,High,No,No,Clubhouse,South,Builder,Under_Construction,1.0,1.0,0,0,1
9277,Karnataka,Bangalore,Locality_377,Villa,3,4809,77.1,0.02,1992,Semi-furnished,23,23,33,9,3,Medium,Yes,Yes,"Garden, Pool, Playground, Clubhouse",South,Owner,Ready_to_Move,0.5,0.5,1,1,0
9332,Karnataka,Bangalore,Locality_358,Villa,2,4681,451.01,0.1,1994,Furnished,23,30,31,1,7,Low,No,Yes,Clubhouse,North,Owner,Ready_to_Move,1.0,0.0,0,1,0
9514,Karnataka,Bangalore,Locality_198,Villa,4,1433,111.82,0.08,2005,Furnished,28,10,20,10,7,Low,Yes,Yes,"Garden, Pool, Playground, Clubhouse, Gym",West,Owner,Under_Construction,1.0,0.0,1,1,1
9529,Karnataka,Bangalore,Locality_75,Independent House,4,2347,495.62,0.21,2004,Unfurnished,30,6,21,4,3,High,No,Yes,"Gym, Garden, Pool, Clubhouse, Playground",West,Owner,Ready_to_Move,0.0,1.0,0,1,0
9628,Karnataka,Bangalore,Locality_116,Villa,1,4845,470.47,0.1,2013,Unfurnished,0,4,12,8,5,Low,No,No,"Playground, Pool, Clubhouse, Garden",North,Builder,Under_Construction,0.0,0.0,0,0,1
9668,Karnataka,Bangalore,Locality_216,Apartment,3,1412,107.26,0.08,1993,Unfurnished,24,28,32,2,6,Low,No,No,"Playground, Gym, Garden, Pool",West,Owner,Under_Construction,0.0,0.0,0,0,1
9674,Karnataka,Bangalore,Locality_399,Independent House,4,2499,121.5,0.05,2017,Furnished,8,3,8,4,5,Medium,Yes,No,"Playground, Gym, Pool",North,Builder,Under_Construction,1.0,0.5,1,0,1
9696,Karnataka,Bangalore,Locality_430,Independent House,2,511,141.28,0.28,2003,Semi-furnished,11,4,22,4,1,High,No,Yes,Gym,East,Owner,Under_Construction,0.5,1.0,0,1,1
9771,Karnataka,Bangalore,Locality_295,Villa,4,724,423.49,0.58,1995,Furnished,3,20,30,6,2,Medium,No,No,"Pool, Garden, Clubhouse, Playground",North,Builder,Ready_to_Move,1.0,0.5,0,0,0
9983,Karnataka,Bangalore,Locality_171,Apartment,4,1926,181.2,0.09,2011,Furnished,19,23,14,10,5,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",East,Builder,Under_Construction,1.0,0.5,1,1,1
10007,Karnataka,Bangalore,Locality_95,Independent House,1,3572,364.19,0.1,1995,Furnished,17,18,30,7,8,Low,Yes,No,"Playground, Clubhouse, Gym, Garden, Pool",North,Broker,Under_Construction,1.0,0.0,1,0,1
10059,Karnataka,Bangalore,Locality_237,Villa,4,1747,123.55,0.07,2018,Semi-furnished,29,28,7,5,1,Low,Yes,Yes,"Pool, Gym, Clubhouse, Playground",North,Broker,Under_Construction,0.5,0.0,1,1,1
10080,Karnataka,Bangalore,Locality_426,Apartment,1,2554,328.84,0.13,2003,Unfurnished,26,26,22,2,1,Medium,Yes,No,"Playground, Gym, Clubhouse, Pool",East,Owner,Ready_to_Move,0.0,0.5,1,0,0
10170,Karnataka,Bangalore,Locality_267,Independent House,4,2479,101.31,0.04,2017,Furnished,14,4,8,2,4,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Playground, Garden",East,Builder,Under_Construction,1.0,0.5,1,1,1
10188,Karnataka,Bangalore,Locality_269,Apartment,5,1684,447.73,0.27,1996,Unfurnished,2,23,29,4,7,Medium,Yes,No,"Clubhouse, Playground",East,Broker,Under_Construction,0.0,0.5,1,0,1
10235,Karnataka,Bangalore,Locality_144,Independent House,5,4625,431.18,0.09,2015,Unfurnished,11,17,10,6,4,High,Yes,No,"Gym, Garden",North,Builder,Under_Construction,0.0,1.0,1,0,1
10350,Karnataka,Bangalore,Locality_167,Villa,5,2240,170.34,0.08,2021,Unfurnished,13,20,4,6,9,Low,No,Yes,Gym,South,Broker,Ready_to_Move,0.0,0.0,0,1,0
10456,Karnataka,Bangalore,Locality_176,Independent House,4,3119,447.5,0.14,2017,Unfurnished,23,8,8,6,6,Medium,Yes,Yes,Garden,North,Broker,Under_Construction,0.0,0.5,1,1,1
10509,Karnataka,Bangalore,Locality_239,Independent House,5,1882,453.31,0.24,1993,Furnished,9,28,32,2,6,Low,Yes,No,"Garden, Clubhouse, Gym, Playground",South,Broker,Under_Construction,1.0,0.0,1,0,1
10521,Karnataka,Bangalore,Locality_462,Apartment,4,2194,464.71,0.21,1995,Unfurnished,10,16,30,5,6,Medium,No,No,"Gym, Playground, Pool",East,Builder,Under_Construction,0.0,0.5,0,0,1
10544,Karnataka,Bangalore,Locality_139,Apartment,1,1302,120.5,0.09,2013,Unfurnished,18,2,12,1,6,High,No,No,"Garden, Pool, Playground, Gym, Clubhouse",North,Owner,Under_Construction,0.0,1.0,0,0,1
10666,Karnataka,Bangalore,Locality_31,Apartment,2,1735,164.52,0.09,1994,Semi-furnished,9,17,31,2,2,Low,No,Yes,"Clubhouse, Gym",East,Broker,Under_Construction,0.5,0.0,0,1,1
10675,Karnataka,Bangalore,Locality_178,Independent House,3,583,265.36,0.46,2014,Semi-furnished,25,11,11,8,7,Low,No,No,"Clubhouse, Pool, Playground, Gym, Garden",North,Broker,Under_Construction,0.5,0.0,0,0,1
10685,Karnataka,Bangalore,Locality_457,Independent House,2,1288,396.7,0.31,2007,Unfurnished,1,21,18,5,7,Low,Yes,No,"Gym, Clubhouse, Garden, Pool",East,Owner,Ready_to_Move,0.0,0.0,1,0,0
10702,Karnataka,Bangalore,Locality_179,Apartment,3,4833,480.32,0.1,2011,Unfurnished,17,1,14,10,10,High,No,No,"Pool, Playground, Gym, Clubhouse, Garden",South,Owner,Ready_to_Move,0.0,1.0,0,0,0
10739,Karnataka,Bangalore,Locality_30,Apartment,1,835,486.19,0.58,2019,Semi-furnished,19,19,6,10,4,High,No,Yes,Garden,North,Broker,Ready_to_Move,0.5,1.0,0,1,0
10779,Karnataka,Bangalore,Locality_147,Apartment,2,4674,109.15,0.02,2014,Furnished,0,9,11,7,9,Medium,No,Yes,Pool,North,Builder,Ready_to_Move,1.0,0.5,0,1,0
10820,Karnataka,Bangalore,Locality_114,Villa,4,2640,157.93,0.06,1990,Unfurnished,24,4,35,9,2,Medium,Yes,Yes,Pool,East,Broker,Ready_to_Move,0.0,0.5,1,1,0
10909,Karnataka,Bangalore,Locality_171,Independent House,3,4310,468.5,0.11,2014,Furnished,2,30,11,9,3,Medium,No,No,"Playground, Clubhouse, Gym",North,Broker,Ready_to_Move,1.0,0.5,0,0,0
10933,Karnataka,Bangalore,Locality_493,Apartment,4,1052,494.1,0.47,2000,Semi-furnished,14,30,25,8,1,High,Yes,Yes,"Pool, Garden, Clubhouse",West,Builder,Ready_to_Move,0.5,1.0,1,1,0
11102,Karnataka,Bangalore,Locality_476,Independent House,2,3259,399.96,0.12,1994,Furnished,17,27,31,7,4,High,Yes,No,"Pool, Playground",East,Builder,Under_Construction,1.0,1.0,1,0,1
11165,Karnataka,Bangalore,Locality_307,Apartment,1,3151,286.12,0.09,2014,Furnished,9,22,11,6,2,Medium,No,No,"Gym, Garden, Pool, Playground",East,Builder,Under_Construction,1.0,0.5,0,0,1
11171,Karnataka,Bangalore,Locality_209,Villa,5,2709,104.51,0.04,1994,Unfurnished,1,25,31,8,5,High,No,Yes,"Gym, Garden, Pool, Playground, Clubhouse",North,Builder,Under_Construction,0.0,1.0,0,1,1
11175,Karnataka,Bangalore,Locality_195,Villa,5,1313,422.22,0.32,2014,Furnished,28,9,11,2,10,High,Yes,Yes,Pool,East,Owner,Under_Construction,1.0,1.0,1,1,1
11332,Karnataka,Bangalore,Locality_257,Apartment,4,937,336.18,0.36,2009,Semi-furnished,29,12,16,1,3,Medium,No,No,"Clubhouse, Garden, Gym, Playground",West,Owner,Ready_to_Move,0.5,0.5,0,0,0
11335,Karnataka,Bangalore,Locality_86,Villa,4,4829,284.28,0.06,1995,Furnished,0,2,30,7,6,High,Yes,Yes,"Clubhouse, Pool, Garden, Playground, Gym",North,Builder,Under_Construction,1.0,1.0,1,1,1
11465,Karnataka,Bangalore,Locality_153,Apartment,4,3446,428.27,0.12,2019,Semi-furnished,30,3,6,8,4,High,No,Yes,"Gym, Pool, Clubhouse, Garden",East,Builder,Ready_to_Move,0.5,1.0,0,1,0
11730,Karnataka,Bangalore,Locality_465,Villa,3,4987,301.71,0.06,1998,Semi-furnished,22,5,27,4,9,Low,Yes,Yes,"Gym, Playground, Pool, Clubhouse, Garden",West,Builder,Under_Construction,0.5,0.0,1,1,1
11758,Karnataka,Bangalore,Locality_96,Independent House,5,2867,456.36,0.16,1994,Unfurnished,24,25,31,2,9,Medium,Yes,Yes,"Gym, Garden",North,Broker,Ready_to_Move,0.0,0.5,1,1,0
11775,Karnataka,Bangalore,Locality_464,Independent House,1,3649,483.84,0.13,1996,Unfurnished,27,14,29,7,10,Medium,Yes,No,"Garden, Gym, Playground, Clubhouse",East,Owner,Ready_to_Move,0.0,0.5,1,0,0
11786,Karnataka,Bangalore,Locality_155,Apartment,5,4610,460.18,0.1,2002,Semi-furnished,28,14,23,3,2,Medium,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",West,Owner,Under_Construction,0.5,0.5,1,0,1
11799,Karnataka,Bangalore,Locality_102,Villa,1,2965,337.49,0.11,2019,Furnished,28,10,6,8,2,Medium,No,Yes,"Pool, Garden, Playground, Clubhouse, Gym",North,Broker,Ready_to_Move,1.0,0.5,0,1,0
11801,Karnataka,Bangalore,Locality_6,Villa,2,620,52.25,0.08,2003,Unfurnished,28,8,22,3,3,Low,No,Yes,"Garden, Playground",East,Builder,Ready_to_Move,0.0,0.0,0,1,0
11844,Karnataka,Bangalore,Locality_22,Apartment,2,929,419.36,0.45,2023,Unfurnished,24,12,2,2,5,Medium,No,Yes,"Playground, Pool",South,Builder,Ready_to_Move,0.0,0.5,0,1,0
11935,Karnataka,Bangalore,Locality_365,Independent House,1,1928,88.32,0.05,1990,Semi-furnished,6,4,35,5,8,High,No,No,"Gym, Pool, Playground, Clubhouse, Garden",North,Broker,Under_Construction,0.5,1.0,0,0,1
12091,Karnataka,Bangalore,Locality_185,Apartment,5,4071,62.91,0.02,2002,Semi-furnished,29,4,23,2,4,Low,Yes,Yes,"Gym, Clubhouse",West,Owner,Under_Construction,0.5,0.0,1,1,1
12188,Karnataka,Bangalore,Locality_387,Apartment,4,1697,215.37,0.13,2010,Furnished,19,21,15,10,7,Medium,No,No,Clubhouse,North,Broker,Under_Construction,1.0,0.5,0,0,1
12200,Karnataka,Bangalore,Locality_76,Independent House,3,3665,366.65,0.1,2015,Semi-furnished,0,30,10,5,8,Low,No,No,"Garden, Clubhouse, Pool, Playground, Gym",North,Owner,Under_Construction,0.5,0.0,0,0,1
12286,Karnataka,Bangalore,Locality_399,Villa,1,3368,193.17,0.06,2002,Unfurnished,24,16,23,6,9,Medium,Yes,Yes,"Playground, Garden",North,Builder,Under_Construction,0.0,0.5,1,1,1
12419,Karnataka,Bangalore,Locality_93,Independent House,3,3577,334.6,0.09,2019,Unfurnished,16,10,6,3,6,Medium,No,No,"Clubhouse, Gym, Garden",East,Owner,Ready_to_Move,0.0,0.5,0,0,0
12442,Karnataka,Bangalore,Locality_196,Independent House,2,1257,221.7,0.18,2000,Semi-furnished,24,15,25,9,6,High,Yes,No,"Garden, Clubhouse, Gym, Playground",North,Broker,Under_Construction,0.5,1.0,1,0,1
12477,Karnataka,Bangalore,Locality_358,Independent House,3,2055,12.58,0.01,2004,Furnished,28,2,21,10,4,Medium,Yes,No,"Clubhouse, Gym",South,Broker,Ready_to_Move,1.0,0.5,1,0,0
12498,Karnataka,Bangalore,Locality_358,Villa,2,3367,211.28,0.06,2020,Unfurnished,28,11,5,6,5,Medium,Yes,No,"Gym, Garden, Clubhouse, Playground",West,Broker,Under_Construction,0.0,0.5,1,0,1
12530,Karnataka,Bangalore,Locality_61,Apartment,1,2736,145.67,0.05,2011,Semi-furnished,7,12,14,9,6,Low,No,No,"Playground, Gym, Pool, Clubhouse, Garden",East,Builder,Ready_to_Move,0.5,0.0,0,0,0
12535,Karnataka,Bangalore,Locality_255,Independent House,5,4391,63.02,0.01,2013,Furnished,27,12,12,10,5,Medium,No,No,"Playground, Gym",South,Builder,Under_Construction,1.0,0.5,0,0,1
12583,Karnataka,Bangalore,Locality_197,Apartment,3,550,439.48,0.8,1992,Unfurnished,16,23,33,9,8,High,No,Yes,"Garden, Playground",West,Builder,Ready_to_Move,0.0,1.0,0,1,0
12613,Karnataka,Bangalore,Locality_186,Independent House,1,1306,207.02,0.16,2000,Unfurnished,11,29,25,4,7,Medium,Yes,No,"Playground, Clubhouse, Garden, Gym, Pool",South,Builder,Under_Construction,0.0,0.5,1,0,1
12676,Karnataka,Bangalore,Locality_452,Apartment,1,2431,189.79,0.08,1998,Semi-furnished,8,29,27,6,2,Medium,Yes,No,"Gym, Pool",West,Builder,Under_Construction,0.5,0.5,1,0,1
12710,Karnataka,Bangalore,Locality_463,Apartment,5,950,150.55,0.16,1995,Unfurnished,27,30,30,6,3,Low,Yes,No,"Playground, Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move,0.0,0.0,1,0,0
12719,Karnataka,Bangalore,Locality_44,Independent House,2,3556,382.96,0.11,2010,Semi-furnished,17,15,15,8,4,Medium,Yes,Yes,"Gym, Playground, Pool",West,Builder,Under_Construction,0.5,0.5,1,1,1
12753,Karnataka,Bangalore,Locality_447,Independent House,5,4898,103.03,0.02,1992,Furnished,21,25,33,10,10,Low,No,Yes,"Playground, Clubhouse",West,Owner,Ready_to_Move,1.0,0.0,0,1,0
12850,Karnataka,Bangalore,Locality_457,Villa,5,4685,382.03,0.08,2023,Unfurnished,1,10,2,2,6,High,No,No,"Gym, Pool",West,Owner,Ready_to_Move,0.0,1.0,0,0,0
12905,Karnataka,Bangalore,Locality_80,Apartment,3,4822,153.0,0.03,2002,Semi-furnished,8,12,23,1,8,Low,Yes,No,"Pool, Playground",South,Builder,Under_Construction,0.5,0.0,1,0,1
12951,Karnataka,Bangalore,Locality_121,Apartment,2,4100,309.46,0.08,2012,Furnished,3,25,13,2,1,Medium,Yes,No,"Playground, Gym, Clubhouse",West,Broker,Ready_to_Move,1.0,0.5,1,0,0
12991,Karnataka,Bangalore,Locality_353,Apartment,2,4152,72.42,0.02,1990,Unfurnished,10,29,35,8,9,Low,No,No,"Playground, Clubhouse, Gym, Pool",East,Broker,Under_Construction,0.0,0.0,0,0,1
12998,Karnataka,Bangalore,Locality_42,Apartment,2,3087,433.41,0.14,2008,Semi-furnished,28,21,17,3,2,Low,No,No,Garden,West,Owner,Under_Construction,0.5,0.0,0,0,1
13026,Karnataka,Bangalore,Locality_136,Villa,2,1998,292.17,0.15,2012,Unfurnished,16,15,13,8,2,Medium,No,Yes,"Playground, Clubhouse, Pool, Gym, Garden",East,Builder,Under_Construction,0.0,0.5,0,1,1
13076,Karnataka,Bangalore,Locality_324,Villa,2,4971,427.32,0.09,2023,Furnished,29,11,2,10,8,Medium,Yes,Yes,"Clubhouse, Playground",East,Owner,Under_Construction,1.0,0.5,1,1,1
13087,Karnataka,Bangalore,Locality_32,Apartment,3,532,475.89,0.89,2014,Semi-furnished,11,9,11,10,5,Low,Yes,No,"Garden, Gym, Pool",North,Owner,Under_Construction,0.5,0.0,1,0,1
13116,Karnataka,Bangalore,Locality_143,Villa,5,3659,432.18,0.12,2003,Semi-furnished,22,8,22,7,6,Medium,Yes,No,"Clubhouse, Pool, Gym",North,Owner,Ready_to_Move,0.5,0.5,1,0,0
13135,Karnataka,Bangalore,Locality_477,Apartment,4,2468,58.95,0.02,2016,Semi-furnished,23,24,9,10,10,High,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",South,Broker,Under_Construction,0.5,1.0,0,1,1
13149,Karnataka,Bangalore,Locality_416,Villa,2,4104,206.34,0.05,2002,Furnished,19,2,23,7,10,Low,Yes,Yes,Clubhouse,East,Broker,Ready_to_Move,1.0,0.0,1,1,0
13241,Karnataka,Bangalore,Locality_363,Independent House,4,4107,83.89,0.02,2002,Furnished,22,27,23,8,7,Low,No,Yes,"Garden, Pool, Playground",South,Broker,Ready_to_Move,1.0,0.0,0,1,0
13458,Karnataka,Bangalore,Locality_320,Villa,2,3057,55.19,0.02,2011,Semi-furnished,24,25,14,6,6,High,Yes,Yes,"Gym, Garden",East,Owner,Under_Construction,0.5,1.0,1,1,1
13501,Karnataka,Bangalore,Locality_398,Independent House,3,3609,25.45,0.01,2006,Unfurnished,10,23,19,3,10,High,No,Yes,"Playground, Pool",East,Owner,Under_Construction,0.0,1.0,0,1,1
13668,Karnataka,Bangalore,Locality_429,Apartment,5,1017,129.1,0.13,2015,Semi-furnished,14,28,10,7,10,High,Yes,No,"Pool, Clubhouse, Gym, Garden",East,Owner,Under_Construction,0.5,1.0,1,0,1
13754,Karnataka,Bangalore,Locality_157,Apartment,3,1898,186.15,0.1,2022,Furnished,29,2,3,6,9,High,Yes,No,Clubhouse,West,Owner,Ready_to_Move,1.0,1.0,1,0,0
13811,Karnataka,Bangalore,Locality_172,Villa,3,1153,154.21,0.13,2017,Furnished,28,25,8,6,7,Low,No,Yes,"Pool, Clubhouse, Gym",West,Broker,Under_Construction,1.0,0.0,0,1,1
13858,Karnataka,Bangalore,Locality_218,Apartment,4,4499,125.15,0.03,1999,Furnished,15,22,26,10,5,Low,No,No,Garden,North,Owner,Under_Construction,1.0,0.0,0,0,1
13862,Karnataka,Bangalore,Locality_442,Apartment,4,3848,321.29,0.08,2004,Semi-furnished,3,5,21,4,7,High,Yes,Yes,"Playground, Clubhouse",East,Builder,Ready_to_Move,0.5,1.0,1,1,0
14103,Karnataka,Bangalore,Locality_151,Villa,3,1170,415.21,0.35,1996,Semi-furnished,22,13,29,10,1,Medium,Yes,Yes,"Gym, Pool, Playground",West,Builder,Ready_to_Move,0.5,0.5,1,1,0
14220,Karnataka,Bangalore,Locality_250,Independent House,3,2091,82.65,0.04,2007,Unfurnished,23,10,18,8,3,High,No,Yes,"Clubhouse, Gym",South,Broker,Ready_to_Move,0.0,1.0,0,1,0
14243,Karnataka,Bangalore,Locality_282,Villa,2,1954,169.47,0.09,2009,Unfurnished,16,18,16,1,10,High,No,No,"Gym, Playground, Pool, Clubhouse",South,Builder,Ready_to_Move,0.0,1.0,0,0,0
14420,Karnataka,Bangalore,Locality_92,Apartment,2,874,231.06,0.26,1998,Furnished,11,8,27,3,2,High,No,Yes,"Playground, Pool, Clubhouse, Garden, Gym",North,Broker,Under_Construction,1.0,1.0,0,1,1
14580,Karnataka,Bangalore,Locality_87,Independent House,1,922,274.4,0.3,1999,Semi-furnished,20,27,26,5,5,High,Yes,Yes,"Garden, Playground, Pool, Gym",South,Broker,Ready_to_Move,0.5,1.0,1,1,0
14632,Karnataka,Bangalore,Locality_247,Villa,3,4286,137.39,0.03,2002,Furnished,12,6,23,9,4,Medium,No,No,"Garden, Playground, Pool",South,Builder,Under_Construction,1.0,0.5,0,0,1
14675,Karnataka,Bangalore,Locality_22,Villa,1,4927,277.25,0.06,2004,Furnished,15,21,21,1,8,Medium,No,Yes,"Clubhouse, Playground, Gym",West,Broker,Ready_to_Move,1.0,0.5,0,1,0
